,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:02:00,0.7111111111111111,-4.822222222222222,0.5333333333333333,1.5777777777777777,-22.2,-0.7555555555555555,10.511111111111111,2.6,-2.8222222222222224,-2.911111111111111,1.0,-3.933333333333333
2020-09-23 16:03:00,0.6888888888888889,-4.8,0.6888888888888889,1.6444444444444444,-22.42222222222222,-0.8444444444444444,10.4,2.8222222222222224,-2.8222222222222224,-2.8666666666666667,1.2222222222222223,-4.0
2020-09-23 16:04:00,0.6888888888888889,-4.8,0.8222222222222222,1.6888888888888889,-22.644444444444446,-0.9111111111111111,10.28888888888889,3.0444444444444443,-2.8222222222222224,-2.7777777777777777,1.4666666666666666,-4.066666666666666
2020-09-23 16:05:00,0.6444444444444445,-4.777777777777778,0.9777777777777777,1.711111111111111,-22.844444444444445,-0.9777777777777777,10.2,3.2666666666666666,-2.8666666666666667,-2.7111111111111112,1.7333333333333334,-4.111111111111111
2020-09-23 16:06:00,0.5555555555555556,-4.7555555555555555,1.1111111111111112,1.7777777777777777,-23.066666666666666,-1.0444444444444445,10.155555555555555,3.488888888888889,-2.933333333333333,-2.688888888888889,2.0,-4.2
2020-09-23 16:07:00,0.4888888888888889,-4.688888888888889,1.2444444444444445,1.8666666666666667,-23.288888888888888,-1.0888888888888888,10.088888888888889,3.7111111111111112,-3.0,-2.6666666666666665,2.2888888888888888,-4.288888888888889
2020-09-23 16:08:00,0.4222222222222222,-4.644444444444445,1.3777777777777778,1.9555555555555555,-23.533333333333335,-1.1333333333333333,10.0,3.933333333333333,-3.0444444444444443,-2.6444444444444444,2.533333333333333,-4.377777777777778
2020-09-23 16:09:00,0.4,-4.5777777777777775,1.4666666666666666,2.022222222222222,-23.755555555555556,-1.1777777777777778,9.866666666666667,4.155555555555556,-3.066666666666667,-2.6444444444444444,2.8222222222222224,-4.466666666666667
2020-09-23 16:10:00,0.4,-4.511111111111111,1.5555555555555556,2.066666666666667,-23.977777777777778,-1.2,9.777777777777779,4.333333333333333,-3.088888888888889,-2.6222222222222222,3.1333333333333333,-4.6
2020-09-23 16:11:00,0.4,-4.488888888888889,1.6222222222222222,2.1333333333333333,-24.177777777777777,-1.2,9.666666666666666,4.511111111111111,-3.1333333333333333,-2.6,3.422222222222222,-4.7555555555555555
2020-09-23 16:12:00,0.37777777777777777,-4.4222222222222225,1.6444444444444444,2.2222222222222223,-24.333333333333332,-1.2222222222222223,9.555555555555555,4.666666666666667,-3.1777777777777776,-2.5555555555555554,3.7111111111111112,-4.933333333333334
2020-09-23 16:13:00,0.3111111111111111,-4.377777777777778,1.6444444444444444,2.2666666666666666,-24.488888888888887,-1.288888888888889,9.444444444444445,4.822222222222222,-3.2222222222222223,-2.533333333333333,4.044444444444444,-5.133333333333334
2020-09-23 16:14:00,0.24444444444444444,-4.355555555555555,1.6444444444444444,2.2666666666666666,-24.6,-1.3555555555555556,9.355555555555556,4.977777777777778,-3.2444444444444445,-2.488888888888889,4.377777777777778,-5.333333333333333
2020-09-23 16:15:00,0.15555555555555556,-4.311111111111111,1.6444444444444444,2.2666666666666666,-24.711111111111112,-1.4222222222222223,9.222222222222221,5.155555555555556,-3.2444444444444445,-2.4,4.711111111111111,-5.488888888888889
2020-09-23 16:16:00,0.08888888888888889,-4.2444444444444445,1.6222222222222222,2.2666666666666666,-24.822222222222223,-1.4444444444444444,9.11111111111111,5.333333333333333,-3.2666666666666666,-2.311111111111111,5.044444444444444,-5.666666666666667
2020-09-23 16:17:00,0.0,-4.177777777777778,1.6222222222222222,2.2888888888888888,-24.91111111111111,-1.4666666666666666,8.977777777777778,5.533333333333333,-3.2666666666666666,-2.2222222222222223,5.377777777777778,-5.866666666666666
2020-09-23 16:18:00,-0.06666666666666667,-4.133333333333334,1.6666666666666667,2.311111111111111,-25.0,-1.4444444444444444,8.88888888888889,5.7555555555555555,-3.2888888888888888,-2.088888888888889,5.711111111111111,-6.088888888888889
2020-09-23 16:19:00,-0.17777777777777778,-4.066666666666666,1.711111111111111,2.3333333333333335,-25.044444444444444,-1.4,8.822222222222223,5.955555555555556,-3.2888888888888888,-2.0,6.022222222222222,-6.311111111111111
2020-09-23 16:20:00,-0.28888888888888886,-4.022222222222222,1.7777777777777777,2.4,-25.08888888888889,-1.3555555555555556,8.71111111111111,6.177777777777778,-3.311111111111111,-1.8666666666666667,6.333333333333333,-6.533333333333333
2020-09-23 16:21:00,-0.37777777777777777,-3.977777777777778,1.8222222222222222,2.4444444444444446,-25.177777777777777,-1.3333333333333333,8.577777777777778,6.355555555555555,-3.3333333333333335,-1.7555555555555555,6.644444444444445,-6.777777777777778
2020-09-23 16:22:00,-0.4222222222222222,-3.911111111111111,1.8666666666666667,2.4444444444444446,-25.266666666666666,-1.2666666666666666,8.488888888888889,6.533333333333333,-3.3555555555555556,-1.6222222222222222,6.955555555555556,-7.022222222222222
2020-09-23 16:23:00,-0.4666666666666667,-3.8666666666666667,1.8888888888888888,2.466666666666667,-25.333333333333332,-1.2,8.422222222222222,6.711111111111111,-3.4,-1.488888888888889,7.2444444444444445,-7.266666666666667
2020-09-23 16:24:00,-0.5111111111111111,-3.8222222222222224,1.8888888888888888,2.488888888888889,-25.377777777777776,-1.1333333333333333,8.377777777777778,6.866666666666666,-3.4444444444444446,-1.3555555555555556,7.511111111111111,-7.466666666666667
2020-09-23 16:25:00,-0.5555555555555556,-3.7555555555555555,1.9111111111111112,2.511111111111111,-25.377777777777776,-1.0888888888888888,8.311111111111112,7.0,-3.466666666666667,-1.2444444444444445,7.733333333333333,-7.644444444444445
2020-09-23 16:26:00,-0.6444444444444445,-3.688888888888889,1.9555555555555555,2.488888888888889,-25.333333333333332,-1.0444444444444445,8.266666666666667,7.088888888888889,-3.466666666666667,-1.1333333333333333,7.977777777777778,-7.822222222222222
2020-09-23 16:27:00,-0.7111111111111111,-3.6,2.022222222222222,2.466666666666667,-25.266666666666666,-0.9777777777777777,8.222222222222221,7.222222222222222,-3.4444444444444446,-0.9777777777777777,8.2,-8.0
2020-09-23 16:28:00,-0.7777777777777778,-3.466666666666667,2.066666666666667,2.4,-25.177777777777777,-0.9111111111111111,8.155555555555555,7.355555555555555,-3.3777777777777778,-0.8222222222222222,8.422222222222222,-8.155555555555555
2020-09-23 16:29:00,-0.8444444444444444,-3.311111111111111,2.111111111111111,2.2888888888888888,-25.08888888888889,-0.8888888888888888,8.066666666666666,7.488888888888889,-3.2888888888888888,-0.6888888888888889,8.688888888888888,-8.28888888888889
2020-09-23 16:30:00,-0.8666666666666667,-3.1555555555555554,2.111111111111111,2.2,-25.022222222222222,-0.8888888888888888,7.977777777777778,7.622222222222222,-3.2,-0.5555555555555556,8.955555555555556,-8.466666666666667
2020-09-23 16:31:00,-0.8888888888888888,-3.0,2.1555555555555554,2.111111111111111,-24.933333333333334,-0.8888888888888888,7.844444444444444,7.733333333333333,-3.088888888888889,-0.4444444444444444,9.222222222222221,-8.644444444444444
2020-09-23 16:32:00,-0.8888888888888888,-2.8222222222222224,2.1555555555555554,2.0444444444444443,-24.844444444444445,-0.9111111111111111,7.733333333333333,7.844444444444444,-2.977777777777778,-0.3333333333333333,9.466666666666667,-8.844444444444445
2020-09-23 16:33:00,-0.8888888888888888,-2.6666666666666665,2.1333333333333333,2.022222222222222,-24.733333333333334,-0.9333333333333333,7.644444444444445,7.933333333333334,-2.888888888888889,-0.2,9.688888888888888,-9.022222222222222
2020-09-23 16:34:00,-0.9111111111111111,-2.511111111111111,2.1333333333333333,1.9555555555555555,-24.6,-0.9333333333333333,7.6,8.022222222222222,-2.7555555555555555,-0.022222222222222223,9.911111111111111,-9.155555555555555
2020-09-23 16:35:00,-0.9333333333333333,-2.3777777777777778,2.111111111111111,1.8444444444444446,-24.444444444444443,-0.9555555555555556,7.555555555555555,8.088888888888889,-2.6666666666666665,0.1111111111111111,10.11111111111111,-9.28888888888889
2020-09-23 16:36:00,-0.9777777777777777,-2.2222222222222223,2.066666666666667,1.7333333333333334,-24.31111111111111,-1.0222222222222221,7.511111111111111,8.155555555555555,-2.6,0.26666666666666666,10.266666666666667,-9.4
2020-09-23 16:37:00,-0.9777777777777777,-2.0444444444444443,2.022222222222222,1.6444444444444444,-24.22222222222222,-1.1111111111111112,7.444444444444445,8.222222222222221,-2.5555555555555554,0.4,10.422222222222222,-9.466666666666667
2020-09-23 16:38:00,-1.0,-1.8666666666666667,1.9777777777777779,1.5333333333333334,-24.133333333333333,-1.1555555555555554,7.4,8.266666666666667,-2.488888888888889,0.5333333333333333,10.6,-9.533333333333333
2020-09-23 16:39:00,-1.0222222222222221,-1.6888888888888889,1.9111111111111112,1.4444444444444444,-24.044444444444444,-1.1555555555555554,7.355555555555555,8.311111111111112,-2.4444444444444446,0.6666666666666666,10.733333333333333,-9.622222222222222
2020-09-23 16:40:00,-1.0444444444444445,-1.511111111111111,1.8,1.3777777777777778,-23.955555555555556,-1.1333333333333333,7.355555555555555,8.311111111111112,-2.4,0.7555555555555555,10.844444444444445,-9.71111111111111
2020-09-23 16:41:00,-1.0444444444444445,-1.3333333333333333,1.711111111111111,1.3555555555555556,-23.88888888888889,-1.1333333333333333,7.355555555555555,8.355555555555556,-2.3333333333333335,0.8,10.933333333333334,-9.777777777777779
2020-09-23 16:42:00,-1.0222222222222221,-1.1333333333333333,1.6,1.3333333333333333,-23.822222222222223,-1.1333333333333333,7.355555555555555,8.4,-2.2666666666666666,0.8666666666666667,11.0,-9.844444444444445
2020-09-23 16:43:00,-1.0444444444444445,-0.9333333333333333,1.4666666666666666,1.288888888888889,-23.8,-1.1777777777777778,7.311111111111111,8.488888888888889,-2.1555555555555554,0.9777777777777777,11.022222222222222,-9.88888888888889
2020-09-23 16:44:00,-1.0666666666666667,-0.7777777777777778,1.3111111111111111,1.2,-23.77777777777778,-1.2444444444444445,7.288888888888889,8.533333333333333,-2.0444444444444443,1.1333333333333333,11.044444444444444,-9.955555555555556
2020-09-23 16:45:00,-1.0888888888888888,-0.6222222222222222,1.1777777777777778,1.1111111111111112,-23.77777777777778,-1.3111111111111111,7.222222222222222,8.6,-1.9333333333333333,1.2666666666666666,11.044444444444444,-10.066666666666666
2020-09-23 16:46:00,-1.1111111111111112,-0.4666666666666667,1.0444444444444445,1.0222222222222221,-23.77777777777778,-1.3777777777777778,7.2,8.666666666666666,-1.8444444444444446,1.4,11.022222222222222,-10.155555555555555
2020-09-23 16:47:00,-1.0888888888888888,-0.3111111111111111,0.9333333333333333,0.9111111111111111,-23.755555555555556,-1.4222222222222223,7.177777777777778,8.755555555555556,-1.7777777777777777,1.488888888888889,11.044444444444444,-10.244444444444444
2020-09-23 16:48:00,-1.0444444444444445,-0.15555555555555556,0.8,0.8444444444444444,-23.755555555555556,-1.488888888888889,7.155555555555556,8.844444444444445,-1.711111111111111,1.6222222222222222,11.088888888888889,-10.355555555555556
2020-09-23 16:49:00,-0.9777777777777777,0.0,0.6666666666666666,0.7777777777777778,-23.733333333333334,-1.5555555555555556,7.155555555555556,8.88888888888889,-1.6444444444444444,1.7333333333333334,11.133333333333333,-10.422222222222222
2020-09-23 16:50:00,-0.9111111111111111,0.1111111111111111,0.5555555555555556,0.7333333333333333,-23.733333333333334,-1.6222222222222222,7.155555555555556,8.933333333333334,-1.5333333333333334,1.8888888888888888,11.155555555555555,-10.488888888888889
2020-09-23 16:51:00,-0.8222222222222222,0.24444444444444444,0.4444444444444444,0.6888888888888889,-23.711111111111112,-1.6666666666666667,7.111111111111111,9.0,-1.4222222222222223,2.066666666666667,11.222222222222221,-10.555555555555555
2020-09-23 16:52:00,-0.7555555555555555,0.3333333333333333,0.35555555555555557,0.6444444444444445,-23.68888888888889,-1.7333333333333334,7.088888888888889,9.044444444444444,-1.3111111111111111,2.2444444444444445,11.266666666666667,-10.577777777777778
2020-09-23 16:53:00,-0.6666666666666666,0.4444444444444444,0.2222222222222222,0.6,-23.644444444444446,-1.7777777777777777,7.088888888888889,9.044444444444444,-1.2,2.4,11.311111111111112,-10.6
2020-09-23 16:54:00,-0.6,0.5555555555555556,0.13333333333333333,0.5777777777777777,-23.6,-1.8,7.133333333333334,9.0,-1.0666666666666667,2.5555555555555554,11.311111111111112,-10.622222222222222
2020-09-23 16:55:00,-0.5333333333333333,0.6222222222222222,0.044444444444444446,0.5333333333333333,-23.57777777777778,-1.8444444444444446,7.155555555555556,8.977777777777778,-0.9111111111111111,2.6666666666666665,11.311111111111112,-10.622222222222222
2020-09-23 16:56:00,-0.4222222222222222,0.7111111111111111,-0.044444444444444446,0.5111111111111111,-23.533333333333335,-1.8888888888888888,7.2,8.955555555555556,-0.7555555555555555,2.7555555555555555,11.311111111111112,-10.644444444444444
2020-09-23 16:57:00,-0.3111111111111111,0.7555555555555555,-0.08888888888888889,0.4444444444444444,-23.511111111111113,-1.8888888888888888,7.266666666666667,8.977777777777778,-0.6444444444444445,2.8444444444444446,11.333333333333334,-10.644444444444444
2020-09-23 16:58:00,-0.17777777777777778,0.8222222222222222,-0.1111111111111111,0.4,-23.488888888888887,-1.8666666666666667,7.333333333333333,9.0,-0.5333333333333333,2.977777777777778,11.311111111111112,-10.6
2020-09-23 16:59:00,-0.022222222222222223,0.8888888888888888,-0.13333333333333333,0.4,-23.466666666666665,-1.8222222222222222,7.355555555555555,9.022222222222222,-0.4666666666666667,3.088888888888889,11.244444444444444,-10.533333333333333
2020-09-23 17:00:00,0.13333333333333333,0.9555555555555556,-0.15555555555555556,0.37777777777777777,-23.444444444444443,-1.7555555555555555,7.4222222222222225,9.022222222222222,-0.4,3.1555555555555554,11.155555555555555,-10.511111111111111
2020-09-23 17:01:00,0.26666666666666666,0.9777777777777777,-0.15555555555555556,0.35555555555555557,-23.42222222222222,-1.7333333333333334,7.466666666666667,9.066666666666666,-0.35555555555555557,3.2222222222222223,11.044444444444444,-10.466666666666667
2020-09-23 17:02:00,0.4,1.0444444444444445,-0.17777777777777778,0.3111111111111111,-23.42222222222222,-1.7333333333333334,7.533333333333333,9.088888888888889,-0.3333333333333333,3.2888888888888888,10.88888888888889,-10.422222222222222
2020-09-23 17:03:00,0.5111111111111111,1.1333333333333333,-0.2,0.26666666666666666,-23.466666666666665,-1.7777777777777777,7.555555555555555,9.088888888888889,-0.3111111111111111,3.311111111111111,10.71111111111111,-10.355555555555556
2020-09-23 17:04:00,0.6222222222222222,1.1777777777777778,-0.24444444444444444,0.24444444444444444,-23.533333333333335,-1.8444444444444446,7.533333333333333,9.11111111111111,-0.28888888888888886,3.3777777777777778,10.533333333333333,-10.311111111111112
2020-09-23 17:05:00,0.7333333333333333,1.2222222222222223,-0.3111111111111111,0.2222222222222222,-23.6,-1.8888888888888888,7.511111111111111,9.11111111111111,-0.28888888888888886,3.4444444444444446,10.311111111111112,-10.244444444444444
2020-09-23 17:06:00,0.8222222222222222,1.2444444444444445,-0.3333333333333333,0.2,-23.644444444444446,-1.9333333333333333,7.488888888888889,9.11111111111111,-0.3333333333333333,3.533333333333333,10.11111111111111,-10.177777777777777
2020-09-23 17:07:00,0.8888888888888888,1.2222222222222223,-0.35555555555555557,0.2,-23.711111111111112,-1.9777777777777779,7.4222222222222225,9.11111111111111,-0.35555555555555557,3.6,9.88888888888889,-10.066666666666666
2020-09-23 17:08:00,0.9555555555555556,1.2,-0.37777777777777777,0.17777777777777778,-23.8,-2.0444444444444443,7.333333333333333,9.088888888888889,-0.3333333333333333,3.6666666666666665,9.666666666666666,-9.955555555555556
2020-09-23 17:09:00,0.9777777777777777,1.1555555555555554,-0.4,0.17777777777777778,-23.91111111111111,-2.088888888888889,7.2444444444444445,9.044444444444444,-0.26666666666666666,3.7333333333333334,9.444444444444445,-9.844444444444445
2020-09-23 17:10:00,1.0,1.0888888888888888,-0.4222222222222222,0.17777777777777778,-24.022222222222222,-2.1333333333333333,7.155555555555556,9.0,-0.2222222222222222,3.8444444444444446,9.266666666666667,-9.755555555555556
2020-09-23 17:11:00,1.0444444444444445,1.0666666666666667,-0.4666666666666667,0.17777777777777778,-24.133333333333333,-2.1777777777777776,7.066666666666666,8.955555555555556,-0.2,4.0,9.11111111111111,-9.644444444444444
2020-09-23 17:12:00,1.1111111111111112,1.0222222222222221,-0.5333333333333333,0.2,-24.266666666666666,-2.2222222222222223,6.977777777777778,8.911111111111111,-0.15555555555555556,4.155555555555556,8.977777777777778,-9.533333333333333
2020-09-23 17:13:00,1.1333333333333333,0.9555555555555556,-0.5777777777777777,0.2222222222222222,-24.4,-2.2666666666666666,6.888888888888889,8.822222222222223,-0.15555555555555556,4.355555555555555,8.8,-9.422222222222222
2020-09-23 17:14:00,1.1333333333333333,0.8888888888888888,-0.5777777777777777,0.24444444444444444,-24.533333333333335,-2.2888888888888888,6.8,8.71111111111111,-0.2,4.555555555555555,8.6,-9.28888888888889
2020-09-23 17:15:00,1.1111111111111112,0.7777777777777778,-0.5777777777777777,0.2222222222222222,-24.666666666666668,-2.3333333333333335,6.7555555555555555,8.555555555555555,-0.2222222222222222,4.7555555555555555,8.4,-9.155555555555555
2020-09-23 17:16:00,1.1333333333333333,0.6666666666666666,-0.5777777777777777,0.17777777777777778,-24.8,-2.3555555555555556,6.7555555555555555,8.422222222222222,-0.2222222222222222,4.955555555555556,8.2,-9.066666666666666
2020-09-23 17:17:00,1.1333333333333333,0.5333333333333333,-0.5777777777777777,0.13333333333333333,-24.933333333333334,-2.3555555555555556,6.733333333333333,8.266666666666667,-0.2222222222222222,5.155555555555556,8.022222222222222,-8.955555555555556
2020-09-23 17:18:00,1.0888888888888888,0.4,-0.5777777777777777,0.08888888888888889,-25.11111111111111,-2.3333333333333335,6.733333333333333,8.11111111111111,-0.24444444444444444,5.333333333333333,7.888888888888889,-8.866666666666667
2020-09-23 17:19:00,1.0444444444444445,0.28888888888888886,-0.5777777777777777,0.08888888888888889,-25.31111111111111,-2.3333333333333335,6.688888888888889,7.955555555555556,-0.26666666666666666,5.488888888888889,7.8,-8.777777777777779
2020-09-23 17:20:00,1.0444444444444445,0.17777777777777778,-0.6,0.13333333333333333,-25.555555555555557,-2.3333333333333335,6.644444444444445,7.777777777777778,-0.24444444444444444,5.644444444444445,7.711111111111111,-8.688888888888888
2020-09-23 17:21:00,1.0666666666666667,0.06666666666666667,-0.6,0.2,-25.77777777777778,-2.2888888888888888,6.622222222222222,7.622222222222222,-0.2,5.7555555555555555,7.622222222222222,-8.6
2020-09-23 17:22:00,1.0888888888888888,-0.044444444444444446,-0.6222222222222222,0.24444444444444444,-25.977777777777778,-2.2222222222222223,6.622222222222222,7.466666666666667,-0.13333333333333333,5.866666666666666,7.488888888888889,-8.533333333333333
2020-09-23 17:23:00,1.0888888888888888,-0.13333333333333333,-0.6222222222222222,0.28888888888888886,-26.155555555555555,-2.2,6.6,7.311111111111111,-0.1111111111111111,5.977777777777778,7.311111111111111,-8.444444444444445
2020-09-23 17:24:00,1.0888888888888888,-0.24444444444444444,-0.6444444444444445,0.35555555555555557,-26.31111111111111,-2.2222222222222223,6.555555555555555,7.155555555555556,-0.044444444444444446,6.044444444444444,7.155555555555556,-8.377777777777778
2020-09-23 17:25:00,1.0666666666666667,-0.35555555555555557,-0.6444444444444445,0.4222222222222222,-26.488888888888887,-2.2444444444444445,6.488888888888889,7.0,0.022222222222222223,6.111111111111111,7.022222222222222,-8.311111111111112
2020-09-23 17:26:00,1.0222222222222221,-0.4888888888888889,-0.6444444444444445,0.4666666666666667,-26.622222222222224,-2.2444444444444445,6.4222222222222225,6.822222222222222,0.1111111111111111,6.177777777777778,6.911111111111111,-8.222222222222221
2020-09-23 17:27:00,0.9777777777777777,-0.6,-0.6222222222222222,0.5111111111111111,-26.711111111111112,-2.2222222222222223,6.4,6.644444444444445,0.15555555555555556,6.2,6.822222222222222,-8.11111111111111
2020-09-23 17:28:00,0.9777777777777777,-0.6666666666666666,-0.5777777777777777,0.5555555555555556,-26.8,-2.1777777777777776,6.4222222222222225,6.444444444444445,0.15555555555555556,6.2,6.777777777777778,-8.044444444444444
2020-09-23 17:29:00,0.9555555555555556,-0.7333333333333333,-0.5333333333333333,0.6222222222222222,-26.933333333333334,-2.1555555555555554,6.444444444444445,6.288888888888889,0.15555555555555556,6.177777777777778,6.7555555555555555,-7.955555555555556
2020-09-23 17:30:00,0.9111111111111111,-0.8,-0.5111111111111111,0.6888888888888889,-27.08888888888889,-2.1333333333333333,6.466666666666667,6.088888888888889,0.13333333333333333,6.133333333333334,6.777777777777778,-7.844444444444444
2020-09-23 17:31:00,0.8666666666666667,-0.8888888888888888,-0.4666666666666667,0.7777777777777778,-27.266666666666666,-2.066666666666667,6.444444444444445,5.888888888888889,0.13333333333333333,6.111111111111111,6.8,-7.733333333333333
2020-09-23 17:32:00,0.8,-0.9777777777777777,-0.4222222222222222,0.8888888888888888,-27.42222222222222,-2.0,6.444444444444445,5.688888888888889,0.17777777777777778,6.111111111111111,6.777777777777778,-7.622222222222222
2020-09-23 17:33:00,0.7111111111111111,-1.0666666666666667,-0.35555555555555557,1.0,-27.555555555555557,-1.8888888888888888,6.4,5.511111111111111,0.2222222222222222,6.088888888888889,6.7555555555555555,-7.466666666666667
2020-09-23 17:34:00,0.5777777777777777,-1.1111111111111112,-0.3111111111111111,1.1111111111111112,-27.68888888888889,-1.7777777777777777,6.311111111111111,5.377777777777778,0.26666666666666666,6.088888888888889,6.711111111111111,-7.311111111111111
2020-09-23 17:35:00,0.4666666666666667,-1.1555555555555554,-0.3111111111111111,1.2222222222222223,-27.77777777777778,-1.6666666666666667,6.222222222222222,5.222222222222222,0.28888888888888886,6.088888888888889,6.711111111111111,-7.133333333333334
2020-09-23 17:36:00,0.35555555555555557,-1.2444444444444445,-0.26666666666666666,1.3333333333333333,-27.88888888888889,-1.5555555555555556,6.155555555555556,5.088888888888889,0.3333333333333333,6.088888888888889,6.688888888888889,-6.955555555555556
2020-09-23 17:37:00,0.24444444444444444,-1.3333333333333333,-0.2222222222222222,1.4666666666666666,-27.977777777777778,-1.4222222222222223,6.066666666666666,4.933333333333334,0.35555555555555557,6.044444444444444,6.711111111111111,-6.777777777777778
2020-09-23 17:38:00,0.1111111111111111,-1.4,-0.13333333333333333,1.5777777777777777,-28.066666666666666,-1.3111111111111111,5.933333333333334,4.777777777777778,0.4,5.977777777777778,6.7555555555555555,-6.5777777777777775
2020-09-23 17:39:00,-0.044444444444444446,-1.4666666666666666,-0.06666666666666667,1.6666666666666667,-28.155555555555555,-1.2222222222222223,5.7555555555555555,4.644444444444445,0.4,5.911111111111111,6.844444444444444,-6.377777777777778
2020-09-23 17:40:00,-0.24444444444444444,-1.5333333333333334,0.044444444444444446,1.7555555555555555,-28.22222222222222,-1.1111111111111112,5.6,4.511111111111111,0.37777777777777777,5.888888888888889,6.955555555555556,-6.177777777777778
2020-09-23 17:41:00,-0.4666666666666667,-1.5777777777777777,0.17777777777777778,1.8,-28.288888888888888,-1.0222222222222221,5.4222222222222225,4.377777777777778,0.37777777777777777,5.866666666666666,7.066666666666666,-5.977777777777778
2020-09-23 17:42:00,-0.6888888888888889,-1.5777777777777777,0.26666666666666666,1.8666666666666667,-28.377777777777776,-0.9777777777777777,5.222222222222222,4.2444444444444445,0.4222222222222222,5.822222222222222,7.177777777777778,-5.777777777777778
2020-09-23 17:43:00,-0.9333333333333333,-1.6222222222222222,0.3111111111111111,1.9111111111111112,-28.488888888888887,-0.9555555555555556,5.022222222222222,4.111111111111111,0.5111111111111111,5.733333333333333,7.333333333333333,-5.6
2020-09-23 17:44:00,-1.1777777777777778,-1.6222222222222222,0.35555555555555557,1.9555555555555555,-28.6,-0.9777777777777777,4.866666666666666,3.977777777777778,0.6222222222222222,5.622222222222222,7.511111111111111,-5.444444444444445
2020-09-23 17:45:00,-1.4,-1.6666666666666667,0.37777777777777777,2.022222222222222,-28.68888888888889,-1.0222222222222221,4.666666666666667,3.8666666666666667,0.6888888888888889,5.533333333333333,7.688888888888889,-5.2444444444444445
2020-09-23 17:46:00,-1.6,-1.6888888888888889,0.4,2.088888888888889,-28.755555555555556,-1.0222222222222221,4.488888888888889,3.7555555555555555,0.8,5.4222222222222225,7.888888888888889,-5.044444444444444
2020-09-23 17:47:00,-1.7777777777777777,-1.7333333333333334,0.4222222222222222,2.1333333333333333,-28.822222222222223,-1.0222222222222221,4.288888888888889,3.6444444444444444,0.9111111111111111,5.311111111111111,8.133333333333333,-4.822222222222222
2020-09-23 17:48:00,-1.9777777777777779,-1.7777777777777777,0.4,2.1777777777777776,-28.844444444444445,-1.0,4.088888888888889,3.511111111111111,1.0,5.2444444444444445,8.4,-4.6
2020-09-23 17:49:00,-2.1777777777777776,-1.7777777777777777,0.4,2.2,-28.844444444444445,-0.9777777777777777,3.888888888888889,3.4,1.0888888888888888,5.155555555555556,8.666666666666666,-4.355555555555555
2020-09-23 17:50:00,-2.3777777777777778,-1.7777777777777777,0.4,2.1777777777777776,-28.844444444444445,-0.9555555555555556,3.7111111111111112,3.2888888888888888,1.2,5.066666666666666,8.955555555555556,-4.155555555555556
2020-09-23 17:51:00,-2.5555555555555554,-1.7555555555555555,0.37777777777777777,2.1333333333333333,-28.844444444444445,-0.9111111111111111,3.5555555555555554,3.1777777777777776,1.3555555555555556,5.0,9.244444444444444,-3.933333333333333
2020-09-23 17:52:00,-2.7333333333333334,-1.7333333333333334,0.35555555555555557,2.088888888888889,-28.8,-0.8666666666666667,3.4444444444444446,3.066666666666667,1.511111111111111,4.955555555555556,9.533333333333333,-3.7333333333333334
2020-09-23 17:53:00,-2.933333333333333,-1.6888888888888889,0.37777777777777777,2.0444444444444443,-28.733333333333334,-0.8222222222222222,3.3777777777777778,2.977777777777778,1.6444444444444444,4.933333333333334,9.844444444444445,-3.5555555555555554
2020-09-23 17:54:00,-3.1333333333333333,-1.6666666666666667,0.4222222222222222,2.0,-28.666666666666668,-0.7777777777777778,3.311111111111111,2.888888888888889,1.7555555555555555,4.911111111111111,10.177777777777777,-3.4
2020-09-23 17:55:00,-3.2888888888888888,-1.6444444444444444,0.4666666666666667,1.9555555555555555,-28.6,-0.7333333333333333,3.2444444444444445,2.8222222222222224,1.8666666666666667,4.844444444444444,10.466666666666667,-3.2222222222222223
2020-09-23 17:56:00,-3.466666666666667,-1.6222222222222222,0.5333333333333333,1.9555555555555555,-28.555555555555557,-0.6666666666666666,3.1555555555555554,2.7555555555555555,2.022222222222222,4.777777777777778,10.71111111111111,-3.066666666666667
2020-09-23 17:57:00,-3.688888888888889,-1.6222222222222222,0.6,1.9777777777777779,-28.488888888888887,-0.5777777777777777,3.0444444444444443,2.6666666666666665,2.1333333333333333,4.711111111111111,10.933333333333334,-2.933333333333333
2020-09-23 17:58:00,-3.911111111111111,-1.6,0.6444444444444445,2.022222222222222,-28.444444444444443,-0.4888888888888889,2.933333333333333,2.577777777777778,2.2666666666666666,4.6,11.177777777777777,-2.8222222222222224
2020-09-23 17:59:00,-4.088888888888889,-1.5777777777777777,0.6666666666666666,2.088888888888889,-28.355555555555554,-0.37777777777777777,2.8222222222222224,2.533333333333333,2.422222222222222,4.466666666666667,11.444444444444445,-2.7555555555555555
2020-09-23 18:00:00,-4.266666666666667,-1.5555555555555556,0.6888888888888889,2.1777777777777776,-28.244444444444444,-0.2222222222222222,2.6666666666666665,2.533333333333333,2.533333333333333,4.311111111111111,11.733333333333333,-2.688888888888889
2020-09-23 18:01:00,-4.488888888888889,-1.5333333333333334,0.6888888888888889,2.2666666666666666,-28.155555555555555,-0.06666666666666667,2.466666666666667,2.533333333333333,2.6444444444444444,4.177777777777778,12.022222222222222,-2.6222222222222222
